method,dataset,scene,traj,variant,n_frames,eff_fps,latency_end_to_end_s,latency_source,per_window_latency_med_s,per_window_source,vram_avg_gb,vram_peak_gb,gpu_util_avg_pct,gpu_power_avg_w,cpu_ram_peak_gb,ckpt_size_mb,gpu_name,hw_id,ate_rmse_m,rpe_per_m,metric_capable,scale_estimate,metric_scale_error_pct,extent_error_pct,masked_accuracy_m,masked_completeness_m,masked_chamfer_m,masked_fscore,full360_accuracy_m,full360_completeness_m,full360_chamfer_m,full360_fscore,point_count,map_size_mb,sor_outlier_pct,acc_p95_m,noise_frac,precision_tight,source
panovggt,replica,frl_apartment_0,synthetic_2.0hz_s0,pano,80.0,2.743,13.973,archive_unspecified,13.973,archive_unspecified,16.443,25.298,47.4,321.7,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,0.031,0.051,False,,,,0.042,0.019,0.061,0.868,0.289,0.036000000000000004,0.325,0.643,8957231.0,134.4,0.03,0.114,0.063,0.28800000000000003,archive:bigrun_2026-07
panovggt,replica,frl_apartment_0,synthetic_5.0hz_s0,pano,198.0,1.966,76.431,archive_unspecified,76.4309,archive_unspecified,39.991,48.505,75.2,472.1,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,0.023,0.068,False,,,,0.051,0.018000000000000002,0.069,0.83,0.275,0.034,0.309,0.611,12704841.0,190.6,0.03,0.152,0.098,0.251,archive:bigrun_2026-07
panovggt,replica,frl_apartment_0,loop_2.0hz_s1,pano,74.0,2.793,12.486,archive_unspecified,12.4858,archive_unspecified,15.36,24.117,48.9,323.7,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,0.012,0.021,False,,,,0.043,0.021,0.064,0.853,0.315,0.046,0.361,0.607,8506550.0,127.6,0.031,0.125,0.071,0.285,archive:bigrun_2026-07
panovggt,replica,apartment_1,loop_2.0hz_s0,pano,84.0,2.767,15.349,archive_unspecified,15.3486,archive_unspecified,17.176,26.093,49.8,335.0,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,2.22,1.621,False,,,,0.39399999999999996,1.3530000000000002,1.7469999999999999,0.09,0.377,1.8659999999999999,2.2430000000000003,0.068,7719641.0,115.8,0.043,0.8170000000000001,0.8190000000000001,0.031,archive:bigrun_2026-07
panovggt,replica,apartment_1,stopgo_2.0hz_s1,pano,90.0,2.805,17.707,archive_unspecified,17.7067,archive_unspecified,18.634,27.271,55.4,363.4,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,2.301,1.129,False,,,,0.43700000000000006,1.389,1.8259999999999998,0.063,0.41700000000000004,2.052,2.469,0.049,6634108.0,99.5,0.046,0.83,0.873,0.021,archive:bigrun_2026-07
panovggt,replica,apartment_1,synthetic_2.0hz_s1,pano,70.0,2.877,11.156,archive_unspecified,11.1562,archive_unspecified,14.506,23.339,45.1,310.2,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,2.419,1.229,False,,,,0.41100000000000003,1.1,1.5119999999999998,0.097,0.386,1.645,2.031,0.081,7336468.0,110.0,0.040999999999999995,0.8320000000000001,0.836,0.031,archive:bigrun_2026-07
panovggt,replica,apartment_1,stopgo_2.0hz_s0,pano,67.0,2.774,10.589,archive_unspecified,10.5887,archive_unspecified,13.182,24.245,44.5,305.8,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,1.128,0.8009999999999999,False,,,,0.32,0.26899999999999996,0.589,0.254,0.337,0.18600000000000003,0.522,0.217,5491120.0,82.4,0.05,0.8140000000000001,0.7120000000000001,0.055,archive:bigrun_2026-07
panovggt,replica,apartment_1,synthetic_0.5hz_s0,pano,12.0,1.114,0.91,archive_unspecified,0.9103,archive_unspecified,3.345,12.201,8.2,100.8,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,1.986,1.5030000000000001,False,,,,0.381,0.706,1.087,0.118,0.368,1.036,1.4040000000000001,0.1,2366072.0,35.5,0.044000000000000004,0.8190000000000001,0.8270000000000001,0.03,archive:bigrun_2026-07
panovggt,replica,apartment_1,synthetic_0.5hz_s1,pano,18.0,1.493,1.494,archive_unspecified,1.4944,archive_unspecified,4.179,13.514,14.2,130.6,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,2.352,0.9740000000000001,False,,,,0.36700000000000005,0.86,1.227,0.094,0.34,1.4080000000000001,1.7480000000000002,0.077,3355533.0,50.3,0.05,0.8809999999999999,0.823,0.027000000000000003,archive:bigrun_2026-07
panovggt,replica,apartment_1,synthetic_5.0hz_s1,pano,175.0,2.154,60.843,archive_unspecified,60.8435,archive_unspecified,35.508,43.985,74.7,467.6,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,2.461,1.209,False,,,,0.41,1.168,1.577,0.093,0.385,1.6909999999999998,2.077,0.079,10231573.0,153.5,0.039,0.792,0.845,0.027000000000000003,archive:bigrun_2026-07
panovggt,replica,apartment_1,synthetic_2.0hz_s0,pano,47.0,2.51,5.808,archive_unspecified,5.8081,archive_unspecified,9.105,19.866,31.0,229.9,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,1.893,0.621,False,,,,0.299,0.37799999999999995,0.6759999999999999,0.341,0.24100000000000002,0.297,0.5379999999999999,0.278,5080754.0,76.2,0.052000000000000005,0.794,0.6459999999999999,0.091,archive:bigrun_2026-07
panovggt,replica,apartment_1,synthetic_5.0hz_s0,pano,116.0,2.564,27.959,archive_unspecified,27.9592,archive_unspecified,23.498,32.378,60.8,397.6,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,1.462,0.8220000000000001,False,,,,0.28800000000000003,0.242,0.53,0.281,0.449,0.18,0.63,0.163,7957552.0,119.4,0.051,0.7509999999999999,0.695,0.057999999999999996,archive:bigrun_2026-07
panovggt,replica,apartment_1,loop_2.0hz_s1,pano,96.0,2.784,19.674,archive_unspecified,19.6741,archive_unspecified,19.919,28.443,56.8,372.6,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,2.2159999999999997,1.69,False,,,,0.35700000000000004,0.934,1.29,0.191,0.344,1.146,1.49,0.166,8029592.0,120.4,0.047,0.8290000000000001,0.772,0.054000000000000006,archive:bigrun_2026-07
panovggt,replica,hotel_0,loop_2.0hz_s0,pano,44.0,2.532,5.323,archive_unspecified,5.3235,archive_unspecified,8.926,19.212,29.9,233.9,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,0.039,0.079,False,,,,0.04,0.022000000000000002,0.062,0.833,0.04,0.036000000000000004,0.076,0.806,5711654.0,85.7,0.042,0.111,0.062,0.306,archive:bigrun_2026-07
panovggt,replica,hotel_0,stopgo_2.0hz_s1,pano,59.0,2.762,8.613,archive_unspecified,8.6134,archive_unspecified,12.043,21.177,40.6,287.0,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,0.368,0.522,False,,,,0.062,0.038,0.1,0.675,0.057999999999999996,0.049,0.107,0.65,5440559.0,81.6,0.032,0.201,0.127,0.174,archive:bigrun_2026-07
panovggt,replica,hotel_0,synthetic_2.0hz_s1,pano,39.0,2.436,4.442,archive_unspecified,4.4419,archive_unspecified,8.001,18.109,26.2,216.4,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,0.523,0.628,False,,,,0.121,0.128,0.249,0.314,0.114,0.13699999999999998,0.251,0.323,4954687.0,74.3,0.03,0.312,0.493,0.08199999999999999,archive:bigrun_2026-07
panovggt,replica,hotel_0,stopgo_2.0hz_s0,pano,57.0,2.694,8.15,archive_unspecified,8.1497,archive_unspecified,11.564,20.778,37.6,275.6,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,0.018000000000000002,0.055,False,,,,0.034,0.025,0.059000000000000004,0.875,0.035,0.040999999999999995,0.076,0.826,5030245.0,75.5,0.04,0.091,0.040999999999999995,0.363,archive:bigrun_2026-07
panovggt,replica,hotel_0,synthetic_0.5hz_s0,pano,10.0,0.928,0.753,archive_unspecified,0.7531,archive_unspecified,2.969,11.763,7.8,89.8,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,0.02,0.027000000000000003,False,,,,0.033,0.034,0.067,0.86,0.033,0.052000000000000005,0.085,0.8,2292223.0,34.4,0.048,0.08199999999999999,0.032,0.36200000000000004,archive:bigrun_2026-07
panovggt,replica,hotel_0,synthetic_0.5hz_s1,pano,10.0,0.969,0.763,archive_unspecified,0.763,archive_unspecified,3.173,11.763,7.6,95.7,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,0.019,0.03,False,,,,0.026000000000000002,0.022000000000000002,0.049,0.901,0.027000000000000003,0.036000000000000004,0.062,0.861,2296357.0,34.5,0.044000000000000004,0.071,0.027999999999999997,0.556,archive:bigrun_2026-07
panovggt,replica,hotel_0,synthetic_5.0hz_s1,pano,97.0,2.715,20.628,archive_unspecified,20.6281,archive_unspecified,20.069,28.638,57.0,380.3,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,0.506,0.7070000000000001,False,,,,0.121,0.105,0.226,0.327,0.115,0.114,0.22899999999999998,0.33,7478115.0,112.2,0.027000000000000003,0.349,0.484,0.087,archive:bigrun_2026-07
panovggt,replica,hotel_0,synthetic_2.0hz_s0,pano,37.0,2.23,4.044,archive_unspecified,4.0439,archive_unspecified,7.183,16.844,25.6,194.3,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,0.24600000000000002,0.384,False,,,,0.049,0.032,0.081,0.774,0.047,0.048,0.096,0.745,4873958.0,73.1,0.040999999999999995,0.115,0.067,0.19899999999999998,archive:bigrun_2026-07
panovggt,replica,hotel_0,synthetic_5.0hz_s0,pano,93.0,2.74,19.035,archive_unspecified,19.0346,archive_unspecified,19.394,27.858,56.2,369.6,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,0.043,0.12300000000000001,False,,,,0.045,0.025,0.07,0.824,0.044000000000000004,0.036000000000000004,0.08,0.798,7413916.0,111.2,0.034,0.13,0.078,0.303,archive:bigrun_2026-07
panovggt,replica,hotel_0,loop_2.0hz_s1,pano,60.0,2.789,8.812,archive_unspecified,8.8116,archive_unspecified,12.49,21.366,41.0,288.6,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,0.429,0.42,False,,,,0.105,0.08800000000000001,0.193,0.334,0.10099999999999999,0.09699999999999999,0.198,0.34,6235272.0,93.5,0.027999999999999997,0.314,0.39,0.09300000000000001,archive:bigrun_2026-07
panovggt,replica,apartment_0,loop_2.0hz_s0,pano,89.0,2.648,16.907,archive_unspecified,16.9066,archive_unspecified,17.383,29.073,49.6,336.0,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,0.763,1.093,False,,,,0.131,0.059000000000000004,0.19,0.373,0.139,0.43200000000000005,0.5710000000000001,0.298,8077956.0,121.2,0.044000000000000004,0.349,0.43700000000000006,0.038,archive:bigrun_2026-07
panovggt,replica,apartment_0,stopgo_2.0hz_s1,pano,99.0,2.744,20.747,archive_unspecified,20.7474,archive_unspecified,20.307,29.037,56.9,378.5,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,0.19399999999999998,0.349,False,,,,0.059000000000000004,0.015,0.073,0.773,0.069,0.731,0.8,0.475,7592198.0,113.9,0.044000000000000004,0.161,0.122,0.13,archive:bigrun_2026-07
panovggt,replica,apartment_0,synthetic_2.0hz_s1,pano,79.0,2.865,13.611,archive_unspecified,13.6107,archive_unspecified,16.189,25.105,49.9,328.8,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,0.188,0.301,False,,,,0.059000000000000004,0.013999999999999999,0.07400000000000001,0.756,0.067,0.738,0.805,0.475,7377577.0,110.7,0.043,0.157,0.128,0.11699999999999999,archive:bigrun_2026-07
panovggt,replica,apartment_0,stopgo_2.0hz_s0,pano,90.0,2.773,17.553,archive_unspecified,17.553,archive_unspecified,18.455,27.271,54.8,362.9,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,0.428,0.517,False,,,,0.075,0.025,0.1,0.63,0.087,0.618,0.705,0.446,7338410.0,110.1,0.042,0.20199999999999999,0.244,0.098,archive:bigrun_2026-07
panovggt,replica,apartment_0,synthetic_0.5hz_s0,pano,18.0,1.533,1.465,archive_unspecified,1.4647,archive_unspecified,4.219,13.514,13.8,116.8,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,0.8109999999999999,0.499,False,,,,0.175,0.136,0.311,0.261,0.163,0.708,0.871,0.195,3357864.0,50.4,0.036000000000000004,0.496,0.583,0.036000000000000004,archive:bigrun_2026-07
panovggt,replica,apartment_0,synthetic_0.5hz_s1,pano,20.0,1.64,1.709,archive_unspecified,1.7087,archive_unspecified,4.535,13.503,15.6,135.5,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,0.034,0.028999999999999998,False,,,,0.048,0.02,0.068,0.81,0.052000000000000005,0.7609999999999999,0.813,0.464,3492385.0,52.4,0.036000000000000004,0.11599999999999999,0.07,0.145,archive:bigrun_2026-07
panovggt,replica,apartment_0,synthetic_2.0hz,pano,70.0,2.586,11.643,archive_unspecified,11.6428,archive_unspecified,75.772,85.394,44.1,300.1,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,0.467,0.498,False,,,,0.076,0.027000000000000003,0.10300000000000001,0.619,0.09300000000000001,0.62,0.7140000000000001,0.44,7467450.0,112.0,0.043,0.20600000000000002,0.242,0.095,archive:bigrun_2026-07
panovggt,replica,apartment_0,synthetic_0.5hz,pano,18.0,1.341,1.584,archive_unspecified,1.5836,archive_unspecified,66.042,75.569,14.7,148.7,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,0.8109999999999999,0.499,False,,,,0.175,0.136,0.312,0.261,0.163,0.706,0.87,0.195,3357864.0,50.4,0.036000000000000004,0.495,0.5820000000000001,0.035,archive:bigrun_2026-07
panovggt,replica,apartment_0,synthetic_5.0hz,pano,173.0,2.469,0.0,unavailable,,unavailable,95.222,101.683,83.2,504.1,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,,,,,,,,,,,,,,,,,,,,,archive:bigrun_2026-07
panovggt,replica,apartment_0,synthetic_5.0hz_s1,pano,196.0,1.999,74.285,archive_unspecified,74.2855,archive_unspecified,39.603,48.115,74.9,473.2,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,0.19,0.425,False,,,,0.07200000000000001,0.013000000000000001,0.085,0.706,0.083,0.73,0.813,0.454,10814174.0,162.2,0.048,0.212,0.18600000000000003,0.105,archive:bigrun_2026-07
panovggt,replica,apartment_0,synthetic_2.0hz_s0,pano,70.0,2.764,11.054,archive_unspecified,11.0543,archive_unspecified,14.095,23.339,44.5,298.3,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,0.467,0.498,False,,,,0.076,0.027000000000000003,0.10300000000000001,0.619,0.09300000000000001,0.62,0.713,0.44,7467450.0,112.0,0.043,0.20600000000000002,0.242,0.094,archive:bigrun_2026-07
panovggt,replica,apartment_0,synthetic_5.0hz_s0,pano,173.0,2.077,58.138,archive_unspecified,58.138,archive_unspecified,35.037,43.585,69.4,441.0,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,0.336,0.446,False,,,,0.07400000000000001,0.018000000000000002,0.092,0.661,0.10300000000000001,0.602,0.705,0.476,11260789.0,168.9,0.046,0.204,0.21100000000000002,0.09699999999999999,archive:bigrun_2026-07
panovggt,replica,apartment_0,loop_2.0hz_s1,pano,90.0,2.786,17.427,archive_unspecified,17.4272,archive_unspecified,18.46,27.271,53.6,355.2,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,0.305,0.43,False,,,,0.066,0.015,0.081,0.698,0.07200000000000001,0.7440000000000001,0.816,0.461,7503919.0,112.6,0.045,0.171,0.168,0.096,archive:bigrun_2026-07
vggtslam,replica,office_4,synthetic_2.0hz,synthetic_fov,50.0,3.175,14.26,archive_unspecified,,unavailable,2.608,9.017,1.7,104.2,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,0.307,0.627,False,,,,0.033,0.073,0.106,0.726,0.057999999999999996,0.10400000000000001,0.162,0.553,3177384.0,85.8,0.043,0.064,0.01,0.282,archive:bigrun_2026-07
vggtslam,replica,office_4,synthetic_0.5hz,synthetic_fov,13.0,0.925,12.787,archive_unspecified,,unavailable,2.145,8.309,4.2,105.7,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,0.39299999999999996,0.285,False,,,,0.032,0.08,0.113,0.802,0.036000000000000004,0.225,0.261,0.625,1589087.0,42.9,0.037000000000000005,0.109,0.061,0.396,archive:bigrun_2026-07
vggtslam,replica,office_4,synthetic_5.0hz,synthetic_fov,125.0,7.937,14.159,archive_unspecified,,unavailable,2.722,9.017,3.4,104.7,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,0.271,1.057,False,,,,0.039,0.059000000000000004,0.09699999999999999,0.755,0.039,0.106,0.145,0.672,3797683.0,102.5,0.046,0.10800000000000001,0.057,0.336,archive:bigrun_2026-07
vggtslam,replica,frl_apartment_0,loop_2.0hz_s0,synthetic_fov,106.0,6.04,15.597,archive_unspecified,,unavailable,3.247,9.02,4.4,107.6,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,0.732,1.236,False,,,,0.203,0.16699999999999998,0.37,0.324,0.20199999999999999,0.18899999999999997,0.39,0.292,6377059.0,172.2,0.034,0.643,0.5379999999999999,0.07400000000000001,archive:bigrun_2026-07
vggtslam,replica,frl_apartment_0,stopgo_2.0hz_s1,synthetic_fov,77.0,5.101,13.627,archive_unspecified,,unavailable,2.447,9.017,3.6,94.1,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,0.136,0.265,False,,,,0.035,0.08800000000000001,0.12300000000000001,0.752,0.064,0.109,0.172,0.582,2845586.0,76.8,0.036000000000000004,0.073,0.028999999999999998,0.294,archive:bigrun_2026-07
vggtslam,replica,frl_apartment_0,synthetic_2.0hz_s1,synthetic_fov,57.0,3.766,13.65,archive_unspecified,,unavailable,2.461,9.017,3.7,91.8,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,0.136,0.265,False,,,,0.035,0.08800000000000001,0.12300000000000001,0.752,0.064,0.109,0.172,0.582,2845586.0,76.8,0.036000000000000004,0.073,0.027999999999999997,0.293,archive:bigrun_2026-07
vggtslam,replica,frl_apartment_0,stopgo_2.0hz_s0,synthetic_fov,100.0,6.41,13.9,archive_unspecified,,unavailable,2.811,9.02,2.3,99.1,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,0.877,1.329,False,,,,0.154,0.142,0.29600000000000004,0.302,0.14800000000000002,0.17300000000000001,0.322,0.28,4410610.0,119.1,0.033,0.304,0.606,0.086,archive:bigrun_2026-07
vggtslam,replica,frl_apartment_0,synthetic_0.5hz_s0,synthetic_fov,20.0,1.431,12.626,archive_unspecified,,unavailable,2.184,8.6,0.5,85.4,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,0.612,0.519,False,,,,0.165,0.235,0.4,0.397,0.207,0.20600000000000002,0.413,0.291,1975686.0,53.3,0.033,0.474,0.456,0.128,archive:bigrun_2026-07
vggtslam,replica,frl_apartment_0,synthetic_0.5hz_s1,synthetic_fov,15.0,1.084,12.526,archive_unspecified,,unavailable,2.096,8.309,1.4,86.2,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,0.044000000000000004,0.059000000000000004,False,,,,0.032,0.04,0.07200000000000001,0.847,0.038,0.107,0.145,0.694,1675019.0,45.2,0.040999999999999995,0.07,0.019,0.308,archive:bigrun_2026-07
vggtslam,replica,frl_apartment_0,synthetic_5.0hz_s1,synthetic_fov,141.0,8.885,14.216,archive_unspecified,,unavailable,2.808,9.017,4.3,100.3,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,0.22699999999999998,0.384,False,,,,0.05,0.10400000000000001,0.154,0.631,0.10099999999999999,0.12,0.222,0.46,4110661.0,111.0,0.038,0.146,0.1,0.22399999999999998,archive:bigrun_2026-07
vggtslam,replica,frl_apartment_0,synthetic_2.0hz_s0,synthetic_fov,80.0,4.953,14.478,archive_unspecified,,unavailable,2.799,9.02,2.0,99.4,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,0.877,1.329,False,,,,0.154,0.142,0.297,0.302,0.14800000000000002,0.174,0.322,0.281,4410610.0,119.1,0.033,0.305,0.606,0.086,archive:bigrun_2026-07
vggtslam,replica,frl_apartment_0,synthetic_5.0hz_s0,synthetic_fov,198.0,11.343,15.57,archive_unspecified,,unavailable,3.24,9.02,3.9,105.7,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,2.0980000000000003,3.938,False,,,,0.643,1.1320000000000001,1.775,0.052,0.7120000000000001,1.146,1.858,0.053,5610697.0,151.5,0.04,1.225,0.8759999999999999,0.023,archive:bigrun_2026-07
vggtslam,replica,frl_apartment_0,loop_2.0hz_s1,synthetic_fov,74.0,4.576,14.562,archive_unspecified,,unavailable,2.644,9.017,3.1,94.4,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,0.09300000000000001,0.21600000000000003,False,,,,0.032,0.036000000000000004,0.068,0.828,0.075,0.07200000000000001,0.147,0.62,3804462.0,102.7,0.042,0.068,0.013999999999999999,0.305,archive:bigrun_2026-07
vggtslam,replica,apartment_1,loop_2.0hz_s0,synthetic_fov,84.0,5.024,15.007,archive_unspecified,,unavailable,3.056,9.02,2.2,107.0,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,2.254,2.326,False,,,,0.506,1.34,1.8459999999999999,0.057,0.545,2.029,2.574,0.045,4722169.0,127.5,0.038,0.895,0.8590000000000001,0.027000000000000003,archive:bigrun_2026-07
vggtslam,replica,apartment_1,stopgo_2.0hz_s1,synthetic_fov,90.0,5.281,15.546,archive_unspecified,,unavailable,2.769,9.02,3.0,103.7,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,2.865,2.3080000000000003,False,,,,0.478,1.932,2.41,0.021,0.461,2.4619999999999997,2.923,0.015,2862919.0,77.3,0.031,0.8909999999999999,0.818,0.048,archive:bigrun_2026-07
vggtslam,replica,apartment_1,synthetic_2.0hz_s1,synthetic_fov,70.0,4.353,14.592,archive_unspecified,,unavailable,2.76,9.02,7.8,100.2,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,2.865,2.3080000000000003,False,,,,0.479,1.939,2.418,0.022,0.462,2.467,2.929,0.015,2862919.0,77.3,0.031,0.892,0.8190000000000001,0.048,archive:bigrun_2026-07
vggtslam,replica,apartment_1,stopgo_2.0hz_s0,synthetic_fov,67.0,4.261,14.122,archive_unspecified,,unavailable,2.761,9.017,2.5,104.5,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,1.976,1.3559999999999999,False,,,,0.142,2.9010000000000002,3.042,0.014,0.11699999999999999,3.5860000000000003,3.7030000000000003,0.015,3768547.0,101.8,0.043,0.41600000000000004,0.48100000000000004,0.107,archive:bigrun_2026-07
vggtslam,replica,apartment_1,synthetic_0.5hz_s0,synthetic_fov,12.0,0.879,12.426,archive_unspecified,,unavailable,2.054,8.166,1.6,81.5,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,2.171,1.3319999999999999,False,,,,0.382,2.1430000000000002,2.524,0.02,0.335,2.878,3.213,0.014,974939.0,26.3,0.036000000000000004,0.807,0.8029999999999999,0.027999999999999997,archive:bigrun_2026-07
vggtslam,replica,apartment_1,synthetic_0.5hz_s1,synthetic_fov,18.0,1.204,13.644,archive_unspecified,,unavailable,2.184,8.894,1.4,86.5,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,2.418,1.3969999999999998,False,,,,0.41200000000000003,1.875,2.287,0.038,0.389,2.387,2.7760000000000002,0.019,1495078.0,40.4,0.038,0.96,0.785,0.027999999999999997,archive:bigrun_2026-07
vggtslam,replica,apartment_1,synthetic_5.0hz_s1,synthetic_fov,175.0,9.792,16.0,archive_unspecified,,unavailable,3.509,9.02,10.6,119.1,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,2.727,2.05,False,,,,0.48,1.442,1.922,0.034,0.43799999999999994,2.229,2.667,0.025,5891383.0,159.1,0.049,0.795,0.9309999999999999,0.011000000000000001,archive:bigrun_2026-07
vggtslam,replica,apartment_1,synthetic_2.0hz_s0,synthetic_fov,47.0,2.976,14.266,archive_unspecified,,unavailable,2.557,9.017,4.3,94.2,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,1.2690000000000001,2.2,False,,,,0.506,1.01,1.516,0.031,0.45899999999999996,1.7009999999999998,2.1590000000000003,0.024,3058545.0,82.6,0.045,0.872,0.889,0.02,archive:bigrun_2026-07
vggtslam,replica,apartment_1,synthetic_5.0hz_s0,synthetic_fov,116.0,6.572,16.016,archive_unspecified,,unavailable,2.96,9.02,6.1,107.8,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,1.578,2.73,False,,,,0.23600000000000002,0.84,1.0759999999999998,0.311,0.231,1.3519999999999999,1.5830000000000002,0.19,4049742.0,109.3,0.035,0.726,0.5529999999999999,0.159,archive:bigrun_2026-07
vggtslam,replica,apartment_1,loop_2.0hz_s1,synthetic_fov,96.0,5.257,16.517,archive_unspecified,,unavailable,3.153,9.02,6.2,108.7,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,2.9989999999999997,2.056,False,,,,0.384,2.0909999999999997,2.475,0.039,0.344,2.667,3.011,0.022,4825477.0,130.3,0.032,0.9540000000000001,0.665,0.077,archive:bigrun_2026-07
vggtslam,replica,hotel_0,loop_2.0hz_s0,synthetic_fov,44.0,2.803,14.115,archive_unspecified,,unavailable,2.518,9.017,5.5,95.1,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,0.888,1.294,False,,,,0.379,1.227,1.6059999999999999,0.056,0.353,1.7890000000000001,2.1430000000000002,0.039,3597457.0,97.1,0.043,0.68,0.8220000000000001,0.032,archive:bigrun_2026-07
