method,dataset,scene,traj,variant,n_frames,eff_fps,latency_end_to_end_s,latency_source,per_window_latency_med_s,per_window_source,vram_avg_gb,vram_peak_gb,gpu_util_avg_pct,gpu_power_avg_w,cpu_ram_peak_gb,ckpt_size_mb,gpu_name,hw_id,ate_rmse_m,rpe_per_m,metric_capable,scale_estimate,metric_scale_error_pct,extent_error_pct,masked_accuracy_m,masked_completeness_m,masked_chamfer_m,masked_fscore,full360_accuracy_m,full360_completeness_m,full360_chamfer_m,full360_fscore,point_count,map_size_mb,sor_outlier_pct,acc_p95_m,noise_frac,precision_tight,source
vggtslam,replica,hotel_0,stopgo_2.0hz_s1,synthetic_fov,59.0,3.614,14.542,archive_unspecified,,unavailable,2.936,9.02,8.5,104.4,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,1.48,1.493,False,,,,0.374,1.6680000000000001,2.042,0.066,0.35700000000000004,1.63,1.9880000000000002,0.059,4909788.0,132.6,0.04,0.523,0.885,0.023,archive:bigrun_2026-07
vggtslam,replica,hotel_0,synthetic_2.0hz_s1,synthetic_fov,39.0,2.564,13.723,archive_unspecified,,unavailable,2.547,9.02,6.3,98.6,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,1.525,1.255,False,,,,0.21899999999999997,2.134,2.353,0.058,0.204,2.0709999999999997,2.275,0.041,3026397.0,81.7,0.028999999999999998,0.561,0.62,0.08,archive:bigrun_2026-07
vggtslam,replica,hotel_0,stopgo_2.0hz_s0,synthetic_fov,57.0,3.858,13.309,archive_unspecified,,unavailable,2.439,9.017,2.8,92.5,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,0.9059999999999999,1.327,False,,,,0.433,1.209,1.642,0.025,0.414,1.805,2.219,0.017,2834285.0,76.5,0.04,0.725,0.895,0.012,archive:bigrun_2026-07
vggtslam,replica,hotel_0,synthetic_0.5hz_s0,synthetic_fov,10.0,0.746,12.177,archive_unspecified,,unavailable,2.003,7.533,2.8,78.2,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,0.071,0.105,False,,,,0.047,0.136,0.183,0.51,0.052000000000000005,0.797,0.8490000000000001,0.273,1064556.0,28.7,0.05,0.109,0.075,0.228,archive:bigrun_2026-07
vggtslam,replica,hotel_0,synthetic_0.5hz_s1,synthetic_fov,10.0,0.728,12.475,archive_unspecified,,unavailable,2.069,8.166,3.3,85.4,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,0.7490000000000001,0.9159999999999999,False,,,,0.225,1.114,1.339,0.129,0.41600000000000004,1.104,1.5190000000000001,0.103,1333506.0,36.0,0.048,0.39299999999999996,0.762,0.087,archive:bigrun_2026-07
vggtslam,replica,hotel_0,synthetic_5.0hz_s1,synthetic_fov,97.0,5.761,15.022,archive_unspecified,,unavailable,3.133,9.02,3.5,110.1,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,1.304,2.061,False,,,,0.309,1.32,1.629,0.101,0.289,1.325,1.614,0.077,5313185.0,143.5,0.042,0.6729999999999999,0.778,0.052000000000000005,archive:bigrun_2026-07
vggtslam,replica,hotel_0,synthetic_2.0hz_s0,synthetic_fov,37.0,2.523,13.185,archive_unspecified,,unavailable,2.459,9.017,5.6,91.3,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,0.9059999999999999,1.327,False,,,,0.433,1.21,1.643,0.025,0.414,1.807,2.222,0.017,2834285.0,76.5,0.04,0.723,0.895,0.012,archive:bigrun_2026-07
vggtslam,replica,hotel_0,synthetic_5.0hz_s0,synthetic_fov,93.0,5.855,14.253,archive_unspecified,,unavailable,2.696,9.017,2.8,98.2,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,0.951,1.9,False,,,,0.165,1.5830000000000002,1.7480000000000002,0.084,0.145,1.814,1.959,0.056,4000990.0,108.0,0.031,0.504,0.46799999999999997,0.12,archive:bigrun_2026-07
vggtslam,replica,hotel_0,loop_2.0hz_s1,synthetic_fov,60.0,3.651,14.788,archive_unspecified,,unavailable,2.774,9.02,6.7,100.7,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,0.87,1.3430000000000002,False,,,,0.27399999999999997,0.379,0.653,0.166,0.287,0.355,0.643,0.162,3986361.0,107.6,0.034,0.64,0.721,0.061,archive:bigrun_2026-07
vggtslam,replica,apartment_0,loop_2.0hz_s0,synthetic_fov,89.0,5.134,15.455,archive_unspecified,,unavailable,3.087,9.02,2.1,108.8,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,1.577,3.327,False,,,,0.379,0.8270000000000001,1.206,0.091,0.304,1.058,1.3619999999999999,0.087,5815657.0,157.0,0.037000000000000005,0.7979999999999999,0.794,0.021,archive:bigrun_2026-07
vggtslam,replica,apartment_0,stopgo_2.0hz_s1,synthetic_fov,99.0,6.107,14.425,archive_unspecified,,unavailable,2.941,9.017,4.7,109.6,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,1.261,2.485,False,,,,0.204,0.45799999999999996,0.6609999999999999,0.23,0.195,1.756,1.9509999999999998,0.093,5001792.0,135.1,0.034,0.608,0.531,0.064,archive:bigrun_2026-07
vggtslam,replica,apartment_0,synthetic_2.0hz_s1,synthetic_fov,79.0,4.669,15.127,archive_unspecified,,unavailable,2.883,9.017,2.6,104.8,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,1.261,2.485,False,,,,0.203,0.45799999999999996,0.6609999999999999,0.229,0.195,1.7530000000000001,1.9480000000000002,0.093,5001792.0,135.1,0.034,0.607,0.531,0.063,archive:bigrun_2026-07
vggtslam,replica,apartment_0,stopgo_2.0hz_s0,synthetic_fov,90.0,5.844,13.894,archive_unspecified,,unavailable,2.622,9.017,1.9,101.4,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,2.073,2.504,False,,,,0.354,1.564,1.9180000000000001,0.049,0.31,1.864,2.174,0.032,3155185.0,85.2,0.028999999999999998,0.784,0.823,0.016,archive:bigrun_2026-07
vggtslam,replica,apartment_0,synthetic_0.5hz_s0,synthetic_fov,18.0,1.25,13.035,archive_unspecified,,unavailable,2.2,8.751,3.0,89.9,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,0.882,0.573,False,,,,0.306,0.371,0.677,0.172,0.242,0.937,1.18,0.105,2127018.0,57.4,0.04,0.732,0.703,0.033,archive:bigrun_2026-07
vggtslam,replica,apartment_0,synthetic_0.5hz_s1,synthetic_fov,20.0,1.323,13.666,archive_unspecified,,unavailable,2.328,9.017,4.6,93.7,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,0.258,0.14300000000000002,False,,,,0.051,0.17800000000000002,0.228,0.624,0.069,1.357,1.4269999999999998,0.226,2588196.0,69.9,0.037000000000000005,0.136,0.092,0.149,archive:bigrun_2026-07
vggtslam,replica,apartment_0,synthetic_2.0hz,synthetic_fov,70.0,4.27,14.893,archive_unspecified,,unavailable,2.545,9.017,1.9,102.4,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,2.073,2.504,False,,,,0.35700000000000004,1.5659999999999998,1.923,0.05,0.313,1.8619999999999999,2.174,0.032,3155185.0,85.2,0.028999999999999998,0.79,0.8270000000000001,0.016,archive:bigrun_2026-07
vggtslam,replica,apartment_0,synthetic_0.5hz,synthetic_fov,18.0,1.235,13.224,archive_unspecified,,unavailable,2.235,8.751,1.6,94.9,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,0.882,0.573,False,,,,0.306,0.373,0.68,0.17,0.242,0.938,1.181,0.104,2127018.0,57.4,0.04,0.731,0.7040000000000001,0.032,archive:bigrun_2026-07
vggtslam,replica,apartment_0,synthetic_5.0hz,synthetic_fov,173.0,8.232,19.119,archive_unspecified,,unavailable,78.676,101.398,6.2,107.2,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,1.9380000000000002,2.6660000000000004,False,,,,0.254,1.536,1.791,0.072,0.23199999999999998,1.614,1.8459999999999999,0.057,6077135.0,164.1,0.035,0.677,0.644,0.034,archive:bigrun_2026-07
vggtslam,replica,apartment_0,synthetic_5.0hz_s1,synthetic_fov,196.0,10.571,16.491,archive_unspecified,,unavailable,3.353,9.02,4.2,112.2,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,1.663,2.234,False,,,,0.325,0.7979999999999999,1.123,0.088,0.31,1.7109999999999999,2.021,0.039,6823396.0,184.2,0.03,0.759,0.7709999999999999,0.021,archive:bigrun_2026-07
vggtslam,replica,apartment_0,synthetic_2.0hz_s0,synthetic_fov,70.0,3.912,16.362,archive_unspecified,,unavailable,2.495,9.017,4.0,94.2,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,2.073,2.504,False,,,,0.36,1.569,1.93,0.05,0.315,1.861,2.175,0.033,3155185.0,85.2,0.028999999999999998,0.787,0.83,0.017,archive:bigrun_2026-07
vggtslam,replica,apartment_0,synthetic_5.0hz_s0,synthetic_fov,173.0,9.424,16.421,archive_unspecified,,unavailable,3.218,9.02,5.4,110.9,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,1.9380000000000002,2.6660000000000004,False,,,,0.253,1.531,1.784,0.073,0.231,1.615,1.847,0.058,6077135.0,164.1,0.035,0.674,0.639,0.032,archive:bigrun_2026-07
vggtslam,replica,apartment_0,loop_2.0hz_s1,synthetic_fov,90.0,4.927,16.314,archive_unspecified,,unavailable,3.122,9.02,4.5,107.3,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,1.19,2.2230000000000003,False,,,,0.175,0.34,0.515,0.255,0.168,1.617,1.785,0.107,6228001.0,168.2,0.036000000000000004,0.5589999999999999,0.483,0.066,archive:bigrun_2026-07
prism_sl4,replica,office_4,synthetic_2.0hz,pano,50.0,2.876,5.648,archive_unspecified,1.1547,archive_unspecified,76.97,85.903,25.0,203.2,0.0,3939.9,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,0.006999999999999999,0.022000000000000002,False,,,,0.017,0.027000000000000003,0.045,0.948,0.019,0.042,0.061,0.878,523023.0,7.8,0.019,0.036000000000000004,0.004,0.722,archive:bigrun_2026-07
prism_sl4,replica,office_4,synthetic_0.5hz,pano,13.0,0.716,3.143,archive_unspecified,1.5716,archive_unspecified,75.497,87.633,10.8,120.7,0.0,3939.9,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,0.006999999999999999,0.009000000000000001,False,,,,0.019,0.022000000000000002,0.04,0.958,0.019,0.039,0.057999999999999996,0.89,544861.0,8.2,0.022000000000000002,0.039,0.002,0.6629999999999999,archive:bigrun_2026-07
prism_sl4,replica,office_4,synthetic_5.0hz,pano,125.0,4.565,15.17,archive_unspecified,1.2845,archive_unspecified,78.903,86.007,44.7,301.1,0.0,3939.9,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,0.009000000000000001,0.027999999999999997,False,,,,0.02,0.026000000000000002,0.046,0.95,0.023,0.037000000000000005,0.06,0.879,557085.0,8.4,0.019,0.040999999999999995,0.002,0.597,archive:bigrun_2026-07
prism_sl4,replica,apartment_0,synthetic_2.0hz,pano,70.0,3.079,10.511,archive_unspecified,1.3514,archive_unspecified,78.607,86.007,30.8,206.3,0.0,3939.9,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,0.29,0.33299999999999996,False,,,,0.067,0.086,0.153,0.519,0.078,0.7070000000000001,0.785,0.336,1368265.0,20.5,0.023,0.188,0.21600000000000003,0.092,archive:bigrun_2026-07
prism_sl4,replica,apartment_0,synthetic_0.5hz,pano,18.0,1.134,5.265,archive_unspecified,2.6303,archive_unspecified,78.185,91.756,16.0,117.0,0.0,3939.9,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,0.665,0.45299999999999996,False,,,,0.17,0.19699999999999998,0.36700000000000005,0.221,0.163,0.848,1.011,0.137,1383444.0,20.8,0.022000000000000002,0.524,0.575,0.037000000000000005,archive:bigrun_2026-07
prism_sl4,replica,apartment_0,synthetic_5.0hz,pano,173.0,4.601,24.453,archive_unspecified,1.2996,archive_unspecified,80.56,86.486,49.7,303.9,0.0,3939.9,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,0.598,0.47600000000000003,False,,,,0.141,0.175,0.316,0.368,0.183,0.7709999999999999,0.9540000000000001,0.22,1647020.0,24.7,0.025,0.51,0.387,0.07,archive:bigrun_2026-07
pi3,replica,office_4,synthetic_2.0hz,synthetic_fov,50.0,4.431,2.53,archive_unspecified,2.5298,archive_unspecified,71.891,97.29,25.0,203.9,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,0.052000000000000005,0.163,True,0.863,13.7,61.5,0.025,0.015,0.04,0.96,0.027000000000000003,0.069,0.095,0.844,1077863.0,16.2,0.023,0.052000000000000005,0.005,0.47600000000000003,archive:bigrun_2026-07
pi3,replica,office_4,synthetic_0.5hz,synthetic_fov,13.0,1.586,0.839,archive_unspecified,0.8389,archive_unspecified,65.342,78.034,7.1,137.7,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,0.061,0.059000000000000004,True,0.871,12.9,58.2,0.024,0.021,0.045,0.965,0.025,0.19699999999999998,0.222,0.783,680452.0,10.2,0.017,0.045,0.003,0.45299999999999996,archive:bigrun_2026-07
pi3,replica,office_4,synthetic_5.0hz,synthetic_fov,125.0,12.598,0.0,unavailable,,unavailable,71.226,102.141,18.2,159.6,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,,,,,,,,,,,,,,,,,,,,,archive:bigrun_2026-07
pi3,replica,frl_apartment_0,loop_2.0hz_s0,synthetic_fov,106.0,5.98,6.883,archive_unspecified,6.8834,archive_unspecified,19.225,32.885,39.1,285.3,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,0.25,0.37,True,0.962,3.8,32.0,0.09300000000000001,0.057,0.15,0.583,0.255,0.07,0.325,0.454,3291721.0,49.4,0.028999999999999998,0.281,0.31,0.163,archive:bigrun_2026-07
pi3,replica,frl_apartment_0,stopgo_2.0hz_s1,synthetic_fov,77.0,5.478,4.285,archive_unspecified,4.2848,archive_unspecified,14.299,35.683,31.2,238.7,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,0.096,0.09300000000000001,True,0.991,0.9,32.1,0.051,0.027000000000000003,0.078,0.723,0.223,0.07,0.293,0.564,2303501.0,34.5,0.03,0.11900000000000001,0.08900000000000001,0.22,archive:bigrun_2026-07
pi3,replica,frl_apartment_0,synthetic_2.0hz_s1,synthetic_fov,57.0,4.686,2.884,archive_unspecified,2.8844,archive_unspecified,11.659,38.826,20.9,194.7,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,0.11,0.107,True,0.99,1.0,32.4,0.052000000000000005,0.027000000000000003,0.079,0.714,0.22399999999999998,0.07,0.294,0.549,2342016.0,35.1,0.03,0.124,0.099,0.223,archive:bigrun_2026-07
pi3,replica,frl_apartment_0,stopgo_2.0hz_s0,synthetic_fov,100.0,5.762,6.324,archive_unspecified,6.3243,archive_unspecified,17.226,31.501,38.8,273.6,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,0.171,0.27399999999999997,True,0.973,2.7,29.7,0.07400000000000001,0.059000000000000004,0.132,0.594,0.239,0.08199999999999999,0.321,0.457,2574163.0,38.6,0.026000000000000002,0.19699999999999998,0.26,0.159,archive:bigrun_2026-07
pi3,replica,frl_apartment_0,synthetic_0.5hz_s0,synthetic_fov,20.0,2.179,1.06,archive_unspecified,1.0596,archive_unspecified,4.336,21.049,10.8,110.8,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,0.17600000000000002,0.147,True,0.953,4.7,37.0,0.07200000000000001,0.08900000000000001,0.161,0.533,0.266,0.106,0.37200000000000005,0.403,1422184.0,21.3,0.028999999999999998,0.183,0.247,0.171,archive:bigrun_2026-07
pi3,replica,frl_apartment_0,synthetic_0.5hz_s1,synthetic_fov,15.0,1.828,0.879,archive_unspecified,0.8793,archive_unspecified,3.891,18.214,9.8,107.0,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,0.133,0.096,True,0.978,2.2,32.0,0.059000000000000004,0.040999999999999995,0.1,0.628,0.271,0.106,0.377,0.498,1295285.0,19.4,0.031,0.142,0.183,0.20600000000000002,archive:bigrun_2026-07
pi3,replica,frl_apartment_0,synthetic_5.0hz_s1,synthetic_fov,141.0,6.027,10.9,archive_unspecified,10.9,archive_unspecified,33.199,50.824,51.3,336.3,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,0.13,0.175,True,0.976,2.4,35.0,0.059000000000000004,0.025,0.084,0.678,0.207,0.063,0.27,0.53,3228876.0,48.4,0.028999999999999998,0.147,0.141,0.18899999999999997,archive:bigrun_2026-07
pi3,replica,frl_apartment_0,synthetic_2.0hz_s0,synthetic_fov,80.0,5.548,4.513,archive_unspecified,4.5133,archive_unspecified,15.041,36.696,35.1,240.4,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,0.166,0.254,True,0.971,2.9,29.7,0.066,0.057999999999999996,0.124,0.616,0.235,0.081,0.316,0.467,2562224.0,38.4,0.027000000000000003,0.16699999999999998,0.217,0.172,archive:bigrun_2026-07
pi3,replica,frl_apartment_0,synthetic_5.0hz_s0,synthetic_fov,198.0,5.822,19.175,archive_unspecified,19.1751,archive_unspecified,62.948,86.717,59.2,388.5,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,0.11900000000000001,0.275,True,0.963,3.7,31.7,0.076,0.055999999999999994,0.132,0.6,0.22899999999999998,0.078,0.307,0.465,3416287.0,51.2,0.027999999999999997,0.213,0.259,0.166,archive:bigrun_2026-07
pi3,replica,frl_apartment_0,loop_2.0hz_s1,synthetic_fov,74.0,5.458,4.067,archive_unspecified,4.067,archive_unspecified,13.999,35.479,34.1,239.0,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,0.071,0.09699999999999999,True,0.973,2.7,34.3,0.047,0.02,0.067,0.782,0.226,0.052000000000000005,0.278,0.622,2795276.0,41.9,0.028999999999999998,0.115,0.085,0.239,archive:bigrun_2026-07
pi3,replica,apartment_1,loop_2.0hz_s0,synthetic_fov,84.0,5.693,4.873,archive_unspecified,4.8734,archive_unspecified,15.588,38.082,34.0,251.2,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,1.679,1.301,True,0.945,5.5,7.9,0.312,0.623,0.935,0.205,0.358,1.153,1.511,0.155,1345312.0,20.2,0.024,0.8059999999999999,0.721,0.06,archive:bigrun_2026-07
pi3,replica,apartment_1,stopgo_2.0hz_s1,synthetic_fov,90.0,5.93,5.388,archive_unspecified,5.3879,archive_unspecified,15.509,31.981,35.0,269.0,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,1.395,1.425,True,1.325,32.5,1.4,0.36700000000000005,0.35700000000000004,0.723,0.19,0.355,0.483,0.838,0.159,1315851.0,19.7,0.027999999999999997,0.851,0.77,0.049,archive:bigrun_2026-07
pi3,replica,apartment_1,synthetic_2.0hz_s1,synthetic_fov,70.0,5.25,3.707,archive_unspecified,3.7067,archive_unspecified,13.233,39.867,28.0,217.3,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,1.702,1.4980000000000002,True,1.191,19.1,0.4,0.355,0.299,0.655,0.184,0.353,0.642,0.995,0.166,1449382.0,21.7,0.027000000000000003,0.825,0.775,0.042,archive:bigrun_2026-07
pi3,replica,apartment_1,stopgo_2.0hz_s0,synthetic_fov,67.0,5.36,3.56,archive_unspecified,3.5599,archive_unspecified,12.875,38.227,31.1,224.4,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,1.736,0.998,True,0.873,12.7,1.3,0.374,0.847,1.2209999999999999,0.179,0.379,1.46,1.84,0.114,877222.0,13.2,0.018000000000000002,0.9309999999999999,0.737,0.078,archive:bigrun_2026-07
pi3,replica,apartment_1,synthetic_0.5hz_s0,synthetic_fov,12.0,1.421,0.777,archive_unspecified,0.7766,archive_unspecified,3.127,17.148,5.6,91.1,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,1.919,1.1520000000000001,True,0.883,11.7,4.4,0.313,0.9079999999999999,1.2209999999999999,0.175,0.368,1.482,1.85,0.111,434858.0,6.5,0.015,0.851,0.66,0.14400000000000002,archive:bigrun_2026-07
pi3,replica,apartment_1,synthetic_0.5hz_s1,synthetic_fov,18.0,2.201,1.001,archive_unspecified,1.001,archive_unspecified,3.886,15.808,9.6,115.1,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,1.83,1.463,True,1.52,52.0,4.5,0.301,0.612,0.9129999999999999,0.101,0.882,0.514,1.3969999999999998,0.056,585680.0,8.8,0.02,0.723,0.742,0.044000000000000004,archive:bigrun_2026-07
pi3,replica,apartment_1,synthetic_5.0hz_s1,synthetic_fov,175.0,6.077,15.698,archive_unspecified,15.6981,archive_unspecified,49.798,70.978,57.6,378.8,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,2.059,2.077,True,0.943,5.7,6.6,0.408,0.637,1.045,0.118,0.4,1.165,1.564,0.12,2559287.0,38.4,0.035,0.851,0.851,0.026000000000000002,archive:bigrun_2026-07
pi3,replica,apartment_1,synthetic_2.0hz_s0,synthetic_fov,47.0,4.338,2.297,archive_unspecified,2.2969,archive_unspecified,9.221,33.986,19.8,179.0,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,2.056,1.1340000000000001,True,0.824,17.6,4.2,0.364,1.011,1.376,0.18,0.35700000000000004,1.619,1.976,0.116,879557.0,13.2,0.018000000000000002,0.893,0.723,0.077,archive:bigrun_2026-07
pi3,replica,apartment_1,synthetic_5.0hz_s0,synthetic_fov,116.0,5.873,7.962,archive_unspecified,7.9616,archive_unspecified,22.231,38.401,43.8,300.4,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,2.066,1.192,True,0.762,23.8,2.5,0.382,1.129,1.51,0.091,0.371,1.7480000000000002,2.1180000000000003,0.068,1250805.0,18.8,0.024,0.8320000000000001,0.8320000000000001,0.028999999999999998,archive:bigrun_2026-07
pi3,replica,apartment_1,loop_2.0hz_s1,synthetic_fov,96.0,6.076,5.887,archive_unspecified,5.8867,archive_unspecified,17.654,34.276,40.6,277.5,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,2.013,1.338,True,0.857,14.3,0.1,0.376,0.8270000000000001,1.203,0.109,0.368,1.165,1.5330000000000001,0.113,1537373.0,23.1,0.027000000000000003,0.8079999999999999,0.8320000000000001,0.028999999999999998,archive:bigrun_2026-07
pi3,replica,hotel_0,loop_2.0hz_s0,synthetic_fov,44.0,4.299,2.139,archive_unspecified,2.1391,archive_unspecified,8.611,32.065,22.0,179.1,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,0.147,0.349,True,0.978,2.2,21.5,0.053,0.05,0.10300000000000001,0.618,0.053,0.317,0.37,0.419,542591.0,8.1,0.017,0.133,0.10800000000000001,0.191,archive:bigrun_2026-07
pi3,replica,hotel_0,stopgo_2.0hz_s1,synthetic_fov,59.0,5.084,3.033,archive_unspecified,3.0329,archive_unspecified,11.562,39.512,22.7,207.4,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,0.765,0.935,True,1.015,1.5,26.6,0.10400000000000001,0.11599999999999999,0.221,0.385,0.107,0.20800000000000002,0.315,0.317,574658.0,8.6,0.026000000000000002,0.38799999999999996,0.327,0.155,archive:bigrun_2026-07
pi3,replica,hotel_0,synthetic_2.0hz_s1,synthetic_fov,39.0,4.068,1.86,archive_unspecified,1.8596,archive_unspecified,7.671,29.15,19.8,166.3,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,0.418,0.8740000000000001,True,1.036,3.6,27.7,0.042,0.036000000000000004,0.078,0.773,0.042,0.14,0.182,0.615,544351.0,8.2,0.024,0.10400000000000001,0.057,0.254,archive:bigrun_2026-07
pi3,replica,hotel_0,stopgo_2.0hz_s0,synthetic_fov,57.0,4.918,2.893,archive_unspecified,2.8928,archive_unspecified,11.206,38.826,29.6,204.5,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,0.212,0.5489999999999999,True,0.916,8.4,28.3,0.12300000000000001,0.293,0.41600000000000004,0.341,0.114,0.5920000000000001,0.706,0.242,488893.0,7.3,0.016,0.349,0.44299999999999995,0.12300000000000001,archive:bigrun_2026-07
pi3,replica,hotel_0,synthetic_0.5hz_s0,synthetic_fov,10.0,1.258,0.726,archive_unspecified,0.7259,archive_unspecified,2.858,15.387,3.2,85.4,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,0.402,0.41600000000000004,True,0.868,13.2,17.7,0.12300000000000001,0.217,0.33899999999999997,0.334,0.128,0.975,1.102,0.189,268661.0,4.0,0.018000000000000002,0.35700000000000004,0.431,0.172,archive:bigrun_2026-07
pi3,replica,hotel_0,synthetic_0.5hz_s1,synthetic_fov,10.0,1.334,0.728,archive_unspecified,0.728,archive_unspecified,3.148,15.387,6.5,94.5,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,0.20600000000000002,0.243,True,0.978,2.2,28.0,0.113,0.168,0.28,0.366,0.115,0.33299999999999996,0.44799999999999995,0.268,295478.0,4.4,0.03,0.365,0.386,0.163,archive:bigrun_2026-07
pi3,replica,hotel_0,synthetic_5.0hz_s1,synthetic_fov,97.0,5.775,6.129,archive_unspecified,6.1288,archive_unspecified,16.582,33.653,38.6,276.0,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,0.37200000000000005,0.934,True,1.083,8.3,24.9,0.031,0.026000000000000002,0.057,0.896,0.036000000000000004,0.11599999999999999,0.152,0.715,638648.0,9.6,0.025,0.08800000000000001,0.043,0.46,archive:bigrun_2026-07
pi3,replica,hotel_0,synthetic_2.0hz_s0,synthetic_fov,37.0,3.808,1.767,archive_unspecified,1.7673,archive_unspecified,7.175,28.555,20.3,156.8,0.0,0.0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,RTX PRO 6000,0.23399999999999999,0.544,True,0.932,6.8,17.4,0.113,0.142,0.255,0.405,0.10400000000000001,0.46299999999999997,0.568,0.28,494614.0,7.4,0.017,0.348,0.39,0.17300000000000001,archive:bigrun_2026-07
