method,dataset,scene,traj,variant,n_frames,eff_fps,latency_end_to_end_s,per_window_latency_med_s,vram_avg_gb,vram_peak_gb,gpu_util_avg_pct,gpu_power_avg_w,cpu_ram_peak_gb,ckpt_size_mb,tsdf_block_count,gpu_name,gpu_total_gb,hw_id
prism,replica,frl_apartment_0,loop_2.0hz_s0,pano,106,3.905,15.964,1.2807,7.965,14.39,42.2,258.9,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism,replica,frl_apartment_0,stopgo_2.0hz_s1,pano,77,3.397,11.524,1.2981,6.795,13.944,38.2,240.0,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism,replica,frl_apartment_0,synthetic_2.0hz_s1,pano,57,2.978,8.207,1.3473,6.056,13.944,29.6,189.8,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism,replica,frl_apartment_0,stopgo_2.0hz_s0,pano,100,3.812,14.93,1.3164,7.496,13.944,40.3,274.7,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism,replica,frl_apartment_0,synthetic_0.5hz_s0,pano,20,1.367,4.159,2.0796,5.224,18.283,15.3,106.2,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism,replica,frl_apartment_0,synthetic_0.5hz_s1,pano,15,1.022,4.126,2.0628,5.112,18.1,15.0,111.7,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism,replica,frl_apartment_0,synthetic_5.0hz_s1,pano,141,4.749,18.172,1.3007,7.674,13.944,46.8,301.3,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism,replica,frl_apartment_0,synthetic_2.0hz_s0,pano,80,3.379,11.427,1.2823,6.563,13.772,35.9,229.4,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism,replica,frl_apartment_0,synthetic_5.0hz_s0,pano,198,5.27,25.839,1.2983,8.513,13.944,52.8,344.8,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism,replica,frl_apartment_0,loop_2.0hz_s1,pano,74,3.464,10.102,1.3346,6.541,13.944,36.6,216.6,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism,replica,apartment_1,loop_2.0hz_s0,pano,84,5.519,0.0,,5.215,14.38,23.0,168.3,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism,replica,apartment_1,stopgo_2.0hz_s1,pano,90,3.38,15.054,1.3885,8.148,15.351,37.4,238.3,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism,replica,apartment_1,synthetic_2.0hz_s1,pano,70,2.7,14.321,2.2143,8.987,17.572,33.6,188.1,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism,replica,apartment_1,stopgo_2.0hz_s0,pano,67,4.054,0.0,,5.62,14.422,31.1,206.9,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism,replica,apartment_1,synthetic_0.5hz_s0,pano,12,0.842,3.556,1.778,4.427,15.756,12.1,89.2,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism,replica,apartment_1,synthetic_0.5hz_s1,pano,18,1.198,4.433,2.2162,5.271,17.41,17.8,117.4,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism,replica,apartment_1,synthetic_5.0hz_s1,pano,175,4.49,27.603,1.3014,9.97,16.313,50.8,303.2,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism,replica,apartment_1,synthetic_2.0hz_s0,pano,47,2.956,0.0,,4.788,14.313,22.4,157.2,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism,replica,apartment_1,synthetic_5.0hz_s0,pano,116,7.026,0.0,,5.595,13.944,30,200.6,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism,replica,apartment_1,loop_2.0hz_s1,pano,96,3.118,19.627,1.3989,10.473,18.874,38.8,223.8,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism,replica,hotel_0,loop_2.0hz_s0,pano,44,2.946,0.0,,5.087,13.703,23.7,178.4,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism,replica,hotel_0,stopgo_2.0hz_s1,pano,59,3.85,0.0,,4.954,13.872,21.3,179.0,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism,replica,hotel_0,synthetic_2.0hz_s1,pano,39,2.43,5.297,1.4568,4.97,13.944,19.1,140.6,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism,replica,hotel_0,stopgo_2.0hz_s0,pano,57,3.556,0.0,,5.594,13.703,30.6,212.3,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism,replica,hotel_0,synthetic_0.5hz_s0,pano,10,0.72,3.346,1.6729,4.233,14.915,13.5,86.9,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism,replica,hotel_0,synthetic_0.5hz_s1,pano,10,0.698,3.689,1.8444,4.577,16.03,12.8,95.0,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism,replica,hotel_0,synthetic_5.0hz_s1,pano,97,5.823,0.0,,5.481,13.703,28.8,202.3,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism,replica,hotel_0,synthetic_2.0hz_s0,pano,37,2.462,4.009,0.8323,4.424,13.535,16.6,140.5,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism,replica,hotel_0,synthetic_5.0hz_s0,pano,93,4.885,0.0,,6.319,13.805,39.1,250.3,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism,replica,hotel_0,loop_2.0hz_s1,pano,60,2.234,15.49,2.9851,13.652,29.781,34.1,179.2,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism,replica,apartment_0,loop_2.0hz_s0,pano,89,3.277,14.979,1.4172,7.781,14.734,35.7,206.6,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism,replica,apartment_0,stopgo_2.0hz_s1,pano,99,3.497,16.118,1.4103,8.482,15.638,39.2,230.8,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism,replica,apartment_0,synthetic_2.0hz_s1,pano,79,3.003,14.248,1.4835,8.23,15.823,33.6,192.2,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism,replica,apartment_0,stopgo_2.0hz_s0,pano,90,3.484,14.408,1.3502,7.532,13.944,40.5,253.0,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism,replica,apartment_0,synthetic_0.5hz_s0,pano,18,1.136,5.173,2.585,5.987,19.692,15.1,78.9,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism,replica,apartment_0,synthetic_0.5hz_s1,pano,20,1.304,4.503,2.2513,5.267,17.545,17.8,126.1,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism,replica,apartment_0,synthetic_2.0hz,pano,70,3.104,10.863,1.4583,68.566,75.811,33.5,207.4,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism,replica,apartment_0,synthetic_0.5hz,pano,18,1.105,5.25,2.6227,67.814,81.559,17.1,105.0,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism,replica,apartment_0,synthetic_5.0hz,pano,173,4.534,25.636,1.2868,70.694,76.394,47.8,307.6,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism,replica,apartment_0,synthetic_5.0hz_s1,pano,196,5.146,25.685,1.2908,8.268,13.633,51.8,328.0,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism,replica,apartment_0,synthetic_2.0hz_s0,pano,70,2.873,11.331,1.37,6.487,13.944,31.5,170.4,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism,replica,apartment_0,synthetic_5.0hz_s0,pano,173,4.676,25.151,1.2828,9.033,15.059,50.2,303.9,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism,replica,apartment_0,loop_2.0hz_s1,pano,90,3.299,16.318,1.4065,9.092,16.725,40.6,235.3,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_nostill,replica,office_4,synthetic_2.0hz,pano,50,2.869,5.945,1.2031,5.115,13.944,29.1,171.8,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_nostill,replica,office_4,synthetic_0.5hz,pano,13,0.903,3.078,1.5391,4.024,15.569,9.2,93.7,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_nostill,replica,office_4,synthetic_5.0hz,pano,125,4.486,15.551,1.2895,6.936,13.772,42.9,289.1,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_nostill,replica,frl_apartment_0,loop_2.0hz_s0,pano,106,3.901,15.752,1.3046,7.857,14.39,42.8,269.3,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_nostill,replica,frl_apartment_0,stopgo_2.0hz_s1,pano,77,3.452,11.501,1.3081,6.861,13.944,39.5,245.8,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_nostill,replica,frl_apartment_0,stopgo_2.0hz_s0,pano,100,3.819,14.915,1.3156,7.467,13.906,42.4,277.8,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_nostill,replica,frl_apartment_0,loop_2.0hz_s1,pano,74,3.481,10.112,1.3386,6.534,13.839,34.3,219.6,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_nostill,replica,apartment_1,loop_2.0hz_s0,pano,84,5.562,0.0,,5.298,14.422,23.1,179.2,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_nostill,replica,apartment_1,stopgo_2.0hz_s1,pano,90,3.424,14.956,1.3721,8.942,18.968,40.5,245.0,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_nostill,replica,apartment_1,stopgo_2.0hz_s0,pano,67,3.939,0.0,,5.479,14.422,31.1,203.2,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_nostill,replica,apartment_1,loop_2.0hz_s1,pano,96,3.118,18.968,1.4062,10.156,18.908,39.6,221.4,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_nostill,replica,hotel_0,loop_2.0hz_s0,pano,44,3.017,0.0,,5.092,13.633,22.4,187.5,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_nostill,replica,hotel_0,stopgo_2.0hz_s1,pano,59,3.641,0.0,,4.644,13.906,21.9,167.2,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_nostill,replica,hotel_0,stopgo_2.0hz_s0,pano,57,3.548,0.0,,5.535,13.602,30.5,214.3,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_nostill,replica,hotel_0,loop_2.0hz_s1,pano,60,2.206,15.435,2.9576,13.08,29.781,32.4,180.2,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_nostill,replica,apartment_0,loop_2.0hz_s0,pano,89,3.506,14.546,1.4533,8.004,14.701,37.8,257.0,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_nostill,replica,apartment_0,stopgo_2.0hz_s1,pano,99,3.583,16.121,1.4173,8.582,15.638,38.2,245.4,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_nostill,replica,apartment_0,stopgo_2.0hz_s0,pano,90,3.462,14.393,1.3469,7.479,13.944,39.8,252.5,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_nostill,replica,apartment_0,synthetic_2.0hz,pano,70,3.228,10.771,1.4326,7.006,13.944,32.7,215.5,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_nostill,replica,apartment_0,synthetic_0.5hz,pano,18,1.094,5.239,2.6183,5.907,19.692,13.7,111.3,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_nostill,replica,apartment_0,synthetic_5.0hz,pano,173,4.081,29.152,1.2988,9.106,14.527,45.0,278.4,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_nostill,replica,apartment_0,loop_2.0hz_s1,pano,90,3.206,16.37,1.4118,8.887,16.725,39.6,232.9,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_nolock,replica,office_4,synthetic_2.0hz,pano,50,2.78,6.112,1.315,5.01,13.738,18.8,163.3,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_nolock,replica,office_4,synthetic_0.5hz,pano,13,0.883,3.019,1.5095,3.924,15.569,15.4,62.4,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_nolock,replica,office_4,synthetic_5.0hz,pano,125,4.656,15.885,1.2863,7.271,13.872,44.3,294.3,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_nolock,replica,frl_apartment_0,loop_2.0hz_s0,pano,106,3.95,15.708,1.3043,7.857,14.357,38.9,272.2,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_nolock,replica,frl_apartment_0,stopgo_2.0hz_s1,pano,77,3.452,11.443,1.303,6.834,13.944,35.4,241.0,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_nolock,replica,frl_apartment_0,stopgo_2.0hz_s0,pano,100,3.765,14.913,1.3203,7.403,13.944,39.8,272.6,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_nolock,replica,frl_apartment_0,loop_2.0hz_s1,pano,74,3.488,10.043,1.3365,6.51,13.839,34.2,220.4,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_nolock,replica,apartment_1,loop_2.0hz_s0,pano,84,5.454,0.0,,5.203,14.422,24.1,176.9,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_nolock,replica,apartment_1,stopgo_2.0hz_s1,pano,90,3.427,15.029,1.3969,8.188,14.699,37.9,245.1,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_nolock,replica,apartment_1,stopgo_2.0hz_s0,pano,67,4.074,0.0,,5.633,14.279,31.1,206.3,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_nolock,replica,apartment_1,loop_2.0hz_s1,pano,96,3.148,19.352,1.4018,10.435,18.908,39.8,224.1,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_nolock,replica,hotel_0,loop_2.0hz_s0,pano,44,2.907,0.0,,4.833,13.703,25,185.0,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_nolock,replica,hotel_0,stopgo_2.0hz_s1,pano,59,3.937,0.0,,4.952,13.944,24.3,183.0,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_nolock,replica,hotel_0,stopgo_2.0hz_s0,pano,57,3.335,0.0,,5.23,13.568,28.5,199.5,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_nolock,replica,hotel_0,loop_2.0hz_s1,pano,60,2.218,15.485,2.9782,13.553,29.781,33.2,178.0,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_nolock,replica,apartment_0,loop_2.0hz_s0,pano,89,3.334,14.577,1.4508,7.692,14.734,38.4,245.0,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_nolock,replica,apartment_0,stopgo_2.0hz_s1,pano,99,3.509,16.072,1.4151,8.417,15.638,39.9,239.0,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_nolock,replica,apartment_0,stopgo_2.0hz_s0,pano,90,3.507,14.346,1.3433,7.527,13.944,40.5,255.6,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_nolock,replica,apartment_0,synthetic_2.0hz,pano,70,3.122,11.178,1.4134,7.167,14.063,33.7,206.6,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_nolock,replica,apartment_0,synthetic_0.5hz,pano,18,1.105,5.166,2.5812,5.894,19.692,19.9,104.0,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_nolock,replica,apartment_0,synthetic_5.0hz,pano,173,4.085,29.389,1.2947,9.559,15.621,45.7,275.5,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_nolock,replica,apartment_0,loop_2.0hz_s1,pano,90,3.264,16.347,1.4131,9.034,16.725,38.6,240.8,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
mapanything,replica,office_4,synthetic_2.0hz,synthetic_fov,50,1.941,6.317,6.3171,48.903,91.192,7.4,109.3,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
mapanything,replica,office_4,synthetic_0.5hz,synthetic_fov,13,0.806,1.514,1.5142,27.218,93.224,2.8,72.4,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
mapanything,replica,office_4,synthetic_5.0hz,synthetic_fov,125,3.88,15.156,15.1559,74.362,94.415,14.6,161.5,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
mapanything,replica,frl_apartment_0,loop_2.0hz_s0,synthetic_fov,106,3.704,12.606,12.6061,11.216,65.116,12.9,133.1,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
mapanything,replica,frl_apartment_0,stopgo_2.0hz_s1,synthetic_fov,77,3.225,8.874,8.8742,8.504,49.891,11.0,115.5,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
mapanything,replica,frl_apartment_0,synthetic_2.0hz_s1,synthetic_fov,57,2.63,6.372,6.3718,6.109,39.007,7.5,92.7,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
mapanything,replica,frl_apartment_0,stopgo_2.0hz_s0,synthetic_fov,100,3.61,11.84,11.8398,10.543,61.887,12.6,129.0,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
mapanything,replica,frl_apartment_0,synthetic_0.5hz_s0,synthetic_fov,20,1.202,2.24,2.2403,2.812,18.601,4.1,58.0,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
mapanything,replica,frl_apartment_0,synthetic_0.5hz_s1,synthetic_fov,15,0.968,1.705,1.7054,2.4,13.757,2.8,60.9,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
mapanything,replica,frl_apartment_0,synthetic_5.0hz_s1,synthetic_fov,141,3.948,17.447,17.4473,14.498,70.131,16.9,152.7,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
mapanything,replica,frl_apartment_0,synthetic_2.0hz_s0,synthetic_fov,80,3.282,9.217,9.2169,8.664,51.464,10.4,113.2,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
mapanything,replica,frl_apartment_0,synthetic_5.0hz_s0,synthetic_fov,198,4.341,26.2,26.2001,20.536,71.494,21.2,180.9,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
mapanything,replica,frl_apartment_0,loop_2.0hz_s1,synthetic_fov,74,3.161,8.516,8.5157,8.195,48.025,10.6,112.5,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
mapanything,replica,apartment_1,loop_2.0hz_s0,synthetic_fov,84,3.436,9.705,9.7053,9.113,53.645,10.5,120.9,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
mapanything,replica,apartment_1,stopgo_2.0hz_s1,synthetic_fov,90,3.422,10.506,10.506,9.456,56.602,11.6,124.0,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
mapanything,replica,apartment_1,synthetic_2.0hz_s1,synthetic_fov,70,3.131,7.996,7.9964,7.72,45.906,10.2,107.4,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
mapanything,replica,apartment_1,stopgo_2.0hz_s0,synthetic_fov,67,3.05,7.654,7.6543,7.435,44.564,9.2,111.1,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
mapanything,replica,apartment_1,synthetic_0.5hz_s0,synthetic_fov,12,0.809,1.379,1.3788,2.177,12.729,1.0,48.8,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
mapanything,replica,apartment_1,synthetic_0.5hz_s1,synthetic_fov,18,1.132,2.044,2.0436,2.632,13.275,2.6,62.1,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
mapanything,replica,apartment_1,synthetic_5.0hz_s1,synthetic_fov,175,4.303,22.604,22.6039,18.2,70.76,19.9,175.2,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
mapanything,replica,apartment_1,synthetic_2.0hz_s0,synthetic_fov,47,2.441,5.245,5.2454,5.42,33.743,9.2,90.3,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
mapanything,replica,apartment_1,synthetic_5.0hz_s0,synthetic_fov,116,3.845,14.018,14.0183,12.36,69.061,14.9,143.6,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
mapanything,replica,apartment_1,loop_2.0hz_s1,synthetic_fov,96,3.646,11.27,11.2703,10.316,60.02,13.5,130.0,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
mapanything,replica,hotel_0,loop_2.0hz_s0,synthetic_fov,44,2.339,4.898,4.8981,5.021,32.086,6.1,89.1,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
mapanything,replica,hotel_0,stopgo_2.0hz_s1,synthetic_fov,59,2.819,6.614,6.6144,6.363,40.097,7.8,98.2,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
mapanything,replica,hotel_0,synthetic_2.0hz_s1,synthetic_fov,39,2.012,4.31,4.3097,4.304,27.976,6.1,75.3,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
mapanything,replica,hotel_0,stopgo_2.0hz_s0,synthetic_fov,57,2.739,6.378,6.3782,6.172,39.007,7.8,97.6,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
mapanything,replica,hotel_0,synthetic_0.5hz_s0,synthetic_fov,10,0.684,1.173,1.1733,1.937,10.045,3.0,50.5,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
mapanything,replica,hotel_0,synthetic_0.5hz_s1,synthetic_fov,10,0.672,1.183,1.1828,1.979,14.176,3.0,50.8,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
mapanything,replica,hotel_0,synthetic_5.0hz_s1,synthetic_fov,97,3.573,11.396,11.3962,10.083,60.314,12.5,128.8,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
mapanything,replica,hotel_0,synthetic_2.0hz_s0,synthetic_fov,37,2.062,4.087,4.0871,4.312,21.537,5.4,79.9,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
mapanything,replica,hotel_0,synthetic_5.0hz_s0,synthetic_fov,93,3.51,10.867,10.8669,9.835,58.468,12.3,124.9,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
mapanything,replica,hotel_0,loop_2.0hz_s1,synthetic_fov,60,2.764,6.737,6.7369,6.309,40.58,9.1,97.0,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
