method,dataset,scene,traj,variant,n_frames,eff_fps,latency_end_to_end_s,per_window_latency_med_s,vram_avg_gb,vram_peak_gb,gpu_util_avg_pct,gpu_power_avg_w,cpu_ram_peak_gb,ckpt_size_mb,tsdf_block_count,gpu_name,gpu_total_gb,hw_id
vggtslam,replica,apartment_1,loop_2.0hz_s1,synthetic_fov,96,5.257,16.517,,3.153,9.02,6.2,108.7,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
vggtslam,replica,hotel_0,loop_2.0hz_s0,synthetic_fov,44,2.803,14.115,,2.518,9.017,5.5,95.1,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
vggtslam,replica,hotel_0,stopgo_2.0hz_s1,synthetic_fov,59,3.614,14.542,,2.936,9.02,8.5,104.4,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
vggtslam,replica,hotel_0,synthetic_2.0hz_s1,synthetic_fov,39,2.564,13.723,,2.547,9.02,6.3,98.6,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
vggtslam,replica,hotel_0,stopgo_2.0hz_s0,synthetic_fov,57,3.858,13.309,,2.439,9.017,2.8,92.5,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
vggtslam,replica,hotel_0,synthetic_0.5hz_s0,synthetic_fov,10,0.746,12.177,,2.003,7.533,2.8,78.2,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
vggtslam,replica,hotel_0,synthetic_0.5hz_s1,synthetic_fov,10,0.728,12.475,,2.069,8.166,3.3,85.4,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
vggtslam,replica,hotel_0,synthetic_5.0hz_s1,synthetic_fov,97,5.761,15.022,,3.133,9.02,3.5,110.1,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
vggtslam,replica,hotel_0,synthetic_2.0hz_s0,synthetic_fov,37,2.523,13.185,,2.459,9.017,5.6,91.3,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
vggtslam,replica,hotel_0,synthetic_5.0hz_s0,synthetic_fov,93,5.855,14.253,,2.696,9.017,2.8,98.2,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
vggtslam,replica,hotel_0,loop_2.0hz_s1,synthetic_fov,60,3.651,14.788,,2.774,9.02,6.7,100.7,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
vggtslam,replica,apartment_0,loop_2.0hz_s0,synthetic_fov,89,5.134,15.455,,3.087,9.02,2.1,108.8,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
vggtslam,replica,apartment_0,stopgo_2.0hz_s1,synthetic_fov,99,6.107,14.425,,2.941,9.017,4.7,109.6,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
vggtslam,replica,apartment_0,synthetic_2.0hz_s1,synthetic_fov,79,4.669,15.127,,2.883,9.017,2.6,104.8,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
vggtslam,replica,apartment_0,stopgo_2.0hz_s0,synthetic_fov,90,5.844,13.894,,2.622,9.017,1.9,101.4,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
vggtslam,replica,apartment_0,synthetic_0.5hz_s0,synthetic_fov,18,1.25,13.035,,2.2,8.751,3.0,89.9,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
vggtslam,replica,apartment_0,synthetic_0.5hz_s1,synthetic_fov,20,1.323,13.666,,2.328,9.017,4.6,93.7,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
vggtslam,replica,apartment_0,synthetic_2.0hz,synthetic_fov,70,4.27,14.893,,2.545,9.017,1.9,102.4,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
vggtslam,replica,apartment_0,synthetic_0.5hz,synthetic_fov,18,1.235,13.224,,2.235,8.751,1.6,94.9,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
vggtslam,replica,apartment_0,synthetic_5.0hz,synthetic_fov,173,8.232,19.119,,78.676,101.398,6.2,107.2,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
vggtslam,replica,apartment_0,synthetic_5.0hz_s1,synthetic_fov,196,10.571,16.491,,3.353,9.02,4.2,112.2,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
vggtslam,replica,apartment_0,synthetic_2.0hz_s0,synthetic_fov,70,3.912,16.362,,2.495,9.017,4.0,94.2,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
vggtslam,replica,apartment_0,synthetic_5.0hz_s0,synthetic_fov,173,9.424,16.421,,3.218,9.02,5.4,110.9,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
vggtslam,replica,apartment_0,loop_2.0hz_s1,synthetic_fov,90,4.927,16.314,,3.122,9.02,4.5,107.3,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_sl4,replica,office_4,synthetic_2.0hz,pano,50,2.876,5.648,1.1547,76.97,85.903,25.0,203.2,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_sl4,replica,office_4,synthetic_0.5hz,pano,13,0.716,3.143,1.5716,75.497,87.633,10.8,120.7,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_sl4,replica,office_4,synthetic_5.0hz,pano,125,4.565,15.17,1.2845,78.903,86.007,44.7,301.1,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_sl4,replica,apartment_0,synthetic_2.0hz,pano,70,3.079,10.511,1.3514,78.607,86.007,30.8,206.3,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_sl4,replica,apartment_0,synthetic_0.5hz,pano,18,1.134,5.265,2.6303,78.185,91.756,16.0,117.0,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_sl4,replica,apartment_0,synthetic_5.0hz,pano,173,4.601,24.453,1.2996,80.56,86.486,49.7,303.9,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
pi3,replica,office_4,synthetic_2.0hz,synthetic_fov,50,4.431,2.53,2.5298,71.891,97.29,25.0,203.9,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
pi3,replica,office_4,synthetic_0.5hz,synthetic_fov,13,1.586,0.839,0.8389,65.342,78.034,7.1,137.7,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
pi3,replica,office_4,synthetic_5.0hz,synthetic_fov,125,12.598,0.0,,71.226,102.141,18.2,159.6,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
pi3,replica,frl_apartment_0,loop_2.0hz_s0,synthetic_fov,106,5.98,6.883,6.8834,19.225,32.885,39.1,285.3,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
pi3,replica,frl_apartment_0,stopgo_2.0hz_s1,synthetic_fov,77,5.478,4.285,4.2848,14.299,35.683,31.2,238.7,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
pi3,replica,frl_apartment_0,synthetic_2.0hz_s1,synthetic_fov,57,4.686,2.884,2.8844,11.659,38.826,20.9,194.7,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
pi3,replica,frl_apartment_0,stopgo_2.0hz_s0,synthetic_fov,100,5.762,6.324,6.3243,17.226,31.501,38.8,273.6,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
pi3,replica,frl_apartment_0,synthetic_0.5hz_s0,synthetic_fov,20,2.179,1.06,1.0596,4.336,21.049,10.8,110.8,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
pi3,replica,frl_apartment_0,synthetic_0.5hz_s1,synthetic_fov,15,1.828,0.879,0.8793,3.891,18.214,9.8,107.0,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
pi3,replica,frl_apartment_0,synthetic_5.0hz_s1,synthetic_fov,141,6.027,10.9,10.9,33.199,50.824,51.3,336.3,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
pi3,replica,frl_apartment_0,synthetic_2.0hz_s0,synthetic_fov,80,5.548,4.513,4.5133,15.041,36.696,35.1,240.4,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
pi3,replica,frl_apartment_0,synthetic_5.0hz_s0,synthetic_fov,198,5.822,19.175,19.1751,62.948,86.717,59.2,388.5,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
pi3,replica,frl_apartment_0,loop_2.0hz_s1,synthetic_fov,74,5.458,4.067,4.067,13.999,35.479,34.1,239.0,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
pi3,replica,apartment_1,loop_2.0hz_s0,synthetic_fov,84,5.693,4.873,4.8734,15.588,38.082,34.0,251.2,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
pi3,replica,apartment_1,stopgo_2.0hz_s1,synthetic_fov,90,5.93,5.388,5.3879,15.509,31.981,35.0,269.0,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
pi3,replica,apartment_1,synthetic_2.0hz_s1,synthetic_fov,70,5.25,3.707,3.7067,13.233,39.867,28.0,217.3,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
pi3,replica,apartment_1,stopgo_2.0hz_s0,synthetic_fov,67,5.36,3.56,3.5599,12.875,38.227,31.1,224.4,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
pi3,replica,apartment_1,synthetic_0.5hz_s0,synthetic_fov,12,1.421,0.777,0.7766,3.127,17.148,5.6,91.1,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
pi3,replica,apartment_1,synthetic_0.5hz_s1,synthetic_fov,18,2.201,1.001,1.001,3.886,15.808,9.6,115.1,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
pi3,replica,apartment_1,synthetic_5.0hz_s1,synthetic_fov,175,6.077,15.698,15.6981,49.798,70.978,57.6,378.8,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
pi3,replica,apartment_1,synthetic_2.0hz_s0,synthetic_fov,47,4.338,2.297,2.2969,9.221,33.986,19.8,179.0,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
pi3,replica,apartment_1,synthetic_5.0hz_s0,synthetic_fov,116,5.873,7.962,7.9616,22.231,38.401,43.8,300.4,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
pi3,replica,apartment_1,loop_2.0hz_s1,synthetic_fov,96,6.076,5.887,5.8867,17.654,34.276,40.6,277.5,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
pi3,replica,hotel_0,loop_2.0hz_s0,synthetic_fov,44,4.299,2.139,2.1391,8.611,32.065,22.0,179.1,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
pi3,replica,hotel_0,stopgo_2.0hz_s1,synthetic_fov,59,5.084,3.033,3.0329,11.562,39.512,22.7,207.4,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
pi3,replica,hotel_0,synthetic_2.0hz_s1,synthetic_fov,39,4.068,1.86,1.8596,7.671,29.15,19.8,166.3,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
pi3,replica,hotel_0,stopgo_2.0hz_s0,synthetic_fov,57,4.918,2.893,2.8928,11.206,38.826,29.6,204.5,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
pi3,replica,hotel_0,synthetic_0.5hz_s0,synthetic_fov,10,1.258,0.726,0.7259,2.858,15.387,3.2,85.4,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
pi3,replica,hotel_0,synthetic_0.5hz_s1,synthetic_fov,10,1.334,0.728,0.728,3.148,15.387,6.5,94.5,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
pi3,replica,hotel_0,synthetic_5.0hz_s1,synthetic_fov,97,5.775,6.129,6.1288,16.582,33.653,38.6,276.0,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
pi3,replica,hotel_0,synthetic_2.0hz_s0,synthetic_fov,37,3.808,1.767,1.7673,7.175,28.555,20.3,156.8,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
pi3,replica,hotel_0,synthetic_5.0hz_s0,synthetic_fov,93,5.891,5.684,5.6839,15.748,32.141,39.2,278.4,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
pi3,replica,hotel_0,loop_2.0hz_s1,synthetic_fov,60,5.038,3.109,3.1092,11.966,40.471,29.6,209.0,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
pi3,replica,apartment_0,loop_2.0hz_s0,synthetic_fov,89,5.751,5.241,5.2406,15.175,31.606,36.9,258.1,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
pi3,replica,apartment_0,stopgo_2.0hz_s1,synthetic_fov,99,5.977,6.278,6.2782,17.875,34.431,40.2,277.8,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
pi3,replica,apartment_0,synthetic_2.0hz_s1,synthetic_fov,79,5.571,4.384,4.3843,14.376,36.354,30.3,237.2,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
pi3,replica,apartment_0,stopgo_2.0hz_s0,synthetic_fov,90,5.713,5.397,5.3974,15.522,31.981,39.0,263.4,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
pi3,replica,apartment_0,synthetic_0.5hz_s0,synthetic_fov,18,2.102,0.973,0.9733,3.8,15.808,9.9,97.2,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
pi3,replica,apartment_0,synthetic_0.5hz_s1,synthetic_fov,20,2.433,1.084,1.0843,4.845,21.049,7.2,112.9,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
pi3,replica,apartment_0,synthetic_2.0hz,synthetic_fov,70,4.947,3.786,3.7863,55.681,82.572,28.2,220.7,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
pi3,replica,apartment_0,synthetic_0.5hz,synthetic_fov,18,2.151,1.022,1.022,65.834,77.675,11.4,147.8,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
pi3,replica,apartment_0,synthetic_5.0hz,synthetic_fov,173,6.048,15.138,15.1382,49.013,69.686,54.9,364.6,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
pi3,replica,apartment_0,synthetic_5.0hz_s1,synthetic_fov,196,5.922,18.971,18.9709,62.244,85.278,60.9,391.4,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
pi3,replica,apartment_0,synthetic_2.0hz_s0,synthetic_fov,70,5.123,3.714,3.7136,13.474,39.867,31.0,215.9,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
pi3,replica,apartment_0,synthetic_5.0hz_s0,synthetic_fov,173,5.837,15.292,15.2922,47.498,69.686,54.7,361.8,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
pi3,replica,apartment_0,loop_2.0hz_s1,synthetic_fov,90,5.824,5.362,5.3622,15.592,31.981,39.7,266.4,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_sim3,replica,frl_apartment_0,loop_2.0hz_s0,pano,106,3.772,16.25,1.37,8.105,15.284,41.5,261.4,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_sim3,replica,frl_apartment_0,stopgo_2.0hz_s1,pano,77,3.412,11.31,1.2976,6.752,13.944,36.9,238.9,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_sim3,replica,frl_apartment_0,synthetic_2.0hz_s1,pano,57,3.089,8.059,1.3538,6.175,13.772,31.3,200.9,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_sim3,replica,frl_apartment_0,stopgo_2.0hz_s0,pano,100,3.736,15.832,1.2996,7.974,14.118,42.8,272.2,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_sim3,replica,frl_apartment_0,synthetic_0.5hz_s0,pano,20,1.35,4.109,2.0542,5.088,18.249,15.4,106.2,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_sim3,replica,frl_apartment_0,synthetic_0.5hz_s1,pano,15,1.031,4.086,2.0429,4.875,18.1,13.6,106.9,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_sim3,replica,frl_apartment_0,synthetic_5.0hz_s1,pano,141,4.779,17.89,1.2975,7.628,13.805,48.9,303.8,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_sim3,replica,frl_apartment_0,synthetic_2.0hz_s0,pano,80,3.388,12.009,1.3455,7.062,13.902,34.4,233.6,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_sim3,replica,frl_apartment_0,synthetic_5.0hz_s0,pano,198,4.988,27.236,1.3049,8.95,14.825,53.0,332.1,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_sim3,replica,frl_apartment_0,loop_2.0hz_s1,pano,74,3.517,9.982,1.327,6.585,13.944,34.5,220.2,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_sim3,replica,apartment_1,loop_2.0hz_s0,pano,84,5.369,0.0,,5.176,14.422,20.9,168.4,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_sim3,replica,apartment_1,stopgo_2.0hz_s1,pano,90,3.413,14.696,1.429,8.36,15.928,39.2,238.9,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_sim3,replica,apartment_1,synthetic_2.0hz_s1,pano,70,3.19,11.012,1.5102,8.054,19.428,34.6,212.8,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_sim3,replica,apartment_1,stopgo_2.0hz_s0,pano,67,4.036,0.0,,5.518,14.422,27.4,203.0,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_sim3,replica,apartment_1,synthetic_0.5hz_s0,pano,12,0.843,3.533,1.7664,4.414,15.756,11.2,91.4,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_sim3,replica,apartment_1,synthetic_0.5hz_s1,pano,18,1.192,4.37,2.1849,5.149,17.41,16.8,108.6,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_sim3,replica,apartment_1,synthetic_5.0hz_s1,pano,175,3.497,37.584,1.2898,14.591,24.339,41.5,261.8,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_sim3,replica,apartment_1,synthetic_2.0hz_s0,pano,47,3.06,0.0,,5.069,14.246,25.1,170.4,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_sim3,replica,apartment_1,synthetic_5.0hz_s0,pano,116,6.659,0.0,,5.4,13.944,26.5,195.1,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_sim3,replica,apartment_1,loop_2.0hz_s1,pano,96,3.706,14.774,1.4326,8.347,15.269,42.4,240.7,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_sim3,replica,hotel_0,loop_2.0hz_s0,pano,44,2.914,0.0,,4.803,13.703,25.5,181.6,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_sim3,replica,hotel_0,stopgo_2.0hz_s1,pano,59,3.936,0.0,,4.936,13.94,25.4,179.6,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_sim3,replica,hotel_0,synthetic_2.0hz_s1,pano,39,2.445,5.076,1.2786,4.901,13.944,22.7,146.7,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_sim3,replica,hotel_0,stopgo_2.0hz_s0,pano,57,3.42,0.0,,5.367,13.568,28.9,198.1,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_sim3,replica,hotel_0,synthetic_0.5hz_s0,pano,10,0.713,3.321,1.6604,4.172,14.915,10.3,87.1,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_sim3,replica,hotel_0,synthetic_0.5hz_s1,pano,10,0.662,3.8,1.9002,4.479,16.03,10.9,85.2,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_sim3,replica,hotel_0,synthetic_5.0hz_s1,pano,97,5.808,0.0,,5.575,13.566,27.8,205.2,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_sim3,replica,hotel_0,synthetic_2.0hz_s0,pano,37,2.444,4.047,0.8123,4.466,13.703,18.5,147.8,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_sim3,replica,hotel_0,synthetic_5.0hz_s0,pano,93,4.854,0.0,,6.548,13.944,37.9,252.5,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_sim3,replica,hotel_0,loop_2.0hz_s1,pano,60,3.131,8.364,1.3595,6.048,13.738,31.9,204.4,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_sim3,replica,apartment_0,loop_2.0hz_s0,pano,89,3.413,14.505,1.4837,7.96,14.869,39.9,239.1,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_sim3,replica,apartment_0,stopgo_2.0hz_s1,pano,99,3.655,14.892,1.3694,7.985,15.03,38.9,233.9,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_sim3,replica,apartment_0,synthetic_2.0hz_s1,pano,79,3.011,14.479,1.4597,8.452,16.532,35.5,211.7,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_sim3,replica,apartment_0,stopgo_2.0hz_s0,pano,90,3.46,14.443,1.3308,8.309,18.901,38.5,240.7,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_sim3,replica,apartment_0,synthetic_0.5hz_s0,pano,18,1.147,5.162,2.5797,6.054,19.692,16.4,104.2,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_sim3,replica,apartment_0,synthetic_0.5hz_s1,pano,20,1.334,4.452,2.2257,5.277,17.545,16.3,109.7,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_sim3,replica,apartment_0,synthetic_5.0hz_s1,pano,196,11.715,0.0,,5.16,13.633,19.4,155.3,0.0,0.0,,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_sim3,replica,apartment_0,synthetic_2.0hz_s0,pano,70,3.154,10.792,1.457,6.897,13.944,32.6,209.3,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_sim3,replica,apartment_0,synthetic_5.0hz_s0,pano,173,4.583,25.141,1.294,8.738,14.527,48.3,301.7,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism_sim3,replica,apartment_0,loop_2.0hz_s1,pano,90,3.278,15.66,1.3804,8.197,15.187,39.2,229.3,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism,replica,office_4,synthetic_2.0hz,pano,50,2.05,5.966,1.1979,65.78,75.811,17.0,120.2,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism,replica,office_4,synthetic_0.5hz,pano,13,0.875,3.03,1.5152,65.78,77.436,9.9,59.6,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
prism,replica,office_4,synthetic_5.0hz,pano,125,4.505,15.367,1.2624,68.729,75.74,39.5,284.2,0.0,3939.9,0,NVIDIA RTX PRO 6000 Blackwell Workstation Edition,102.6,RTX PRO 6000
